name	state	fips	metro	immigration	native	white	black	male	population	elevation	high_temp	low_temp	diurnal_temp	particulate	precipitation	sunlight	uvb	smoking	smoking_lower	smoking_upper	female_smoking	male_smoking	radon	drinking	meat	diabetes	obesity	education	income	mammogram	all_cancer	all_cancer_male	all_cancer_female	colorectal	colorectal_lower	colorectal_upper	breast	breast_lower	breast_upper	prostate	prostate_lower	prostate_upper	lung	lung_lower	lung_upper	female_lung	male_lung	over_65_lung	under_65_lung
Sumter, SC	SC	45085	1	21.5295696150273	0.6	51.0	47.2	48.429944766164	104646	0.05567	22.615543	12.686669	9.928874	13.603745	3.237717	17116.626530	1135.819911659	45.2	40.8	49.6	35.75	56.05	0.87	12	80	11.66	29.1	17.4	39.137	77.6	438.4	554.4	356.8	41.8	36.6	47.7	119.3	107	132.5	177.6	161.1	195.5	63.3	56.8	70.3	43.2	91.3	306.4	28.1
Union, SC	SC	45087	0	8.96485349682755	0.4	68.3	31.4	47.103510592015	29881	0.17154	21.323570	11.709909	9.613661	14.644490	3.261585	16923.857368	1096.942090767	53.3	47.7	58.95	44.2	63.95	0.91	15	80	11.04	29.6	12.9	33.47	64.3	492.3	614.3	405.2	66.8	55.1	80.5	91.4	73.1	113.3	147.5	121.8	177.3	103.1	88.9	119.1	78.6	138.5	493.4	46.6
Williamsburg, SC	SC	45089	0	10.7498054138199	0.4	33.0	66.6	46.7770105059516	37217	0.01995	23.053807	13.155561	9.898246	13.010521	3.406595	17185.831643	1140.127302873	46.95	41	52.9	36.2	60.2	0.37	12	80	11.94	33.1	11.3	24.191	65.8	426.2	549.6	345	50.5	41.2	61.4	110	90.8	132.3	172.8	146.3	203	57.2	47.3	68.7	29.9	97.7	253.2	28.9
York, SC	SC	45091	1	22.9557721481076	1.2	78.0	19.4	48.4472766593364	164614	0.19624	20.806988	11.238493	9.568495	14.449514	3.229542	16726.162351	1078.191227715	49	44.35	53.7	42	56.65	0.72	14	69	8.76	25.3	26.9	51.925	71.1	463.8	550.6	400	44.1	40.1	48.4	115.7	107	124.8	159.1	147.6	171.3	76.1	70.8	81.6	61.2	95.7	412.8	27.3
Aurora, SD	SD	46003	0	20.2838352371063	2.1	96.2	0.4	51.0464355788097	3058	0.47582	14.456447	3.515384	10.941063	9.986787	1.616836	15024.431488	824.428002123	46.35	39.55	53.15	34.25	58.2	3.15	21	61	6.42	26.4	12.2	45.23	64.2	363.7	392.4	342.5				138.8	73.3	248	202.8	121.7	322.8							
Beadle, SD	SD	46005	0	14.7545059042884	1.3	97.8	1.0	49.1276508253539	17023	0.39441	13.863549	3.761595	10.101954	9.950065	1.531744	14944.709886	791.085784582	50.5	45.25	55.7	41	60.6	3.26	17	61	6.46	28.7	19.7	40.716	68.5	435.8	552.1	334.7	54	41.1	70.1	84.8	61.2	115.3	189	153	231.6	62.7	48.7	80	44.5	85.5	321.1	25.3
Bennett, SD	SD	46007	0	20.5828220858896	58.1	47.1	0.5	49.5803021824287	3574	0.993	14.760909	4.553195	10.207714	10.179029	1.383063	15671.070201	881.684741887	41.15	33.5	48.8	36.65	45.95	2.42	26	61	10.14	33.3	15.7	32.841	59.8	360.8	460.3	278.6																
Bon Homme, SD	SD	46009	0	24.1989270697405	3.3	96.0	0.9	55.1652892561983	7260	0.42824	15.110779	4.309798	10.800981	10.705630	1.660029	14991.696531	839.75458868	47.85	40.65	55.05	35.15	60.85	3.33	13	61	6.36	25.7	15.4	41.107	64.9	476.1	577.8	442.3	46.3	29	71.4	96.1	57.9	155.2	164.3	115.4	228.2	65	44	93.8		103	439.4	
Brookings, SD	SD	46011	0	34.0964625390023	1.2	97.1	0.5	50.5244507441531	28220	0.50352	12.244161	2.488297	9.755864	11.143635	1.724664	14532.731424	778.523879358	46.75	41.5	51.95	40.45	52.9	4.3	20	61	6.04	23.5	37.7	45.134	72.7	418.2	464.2	383.7	44.4	33.6	57.7	120.5	93.4	152.8	153.6	122.9	189.5	44.7	33.4	58.6	47.4	42.9	254.2	14.4
Brown, SD	SD	46013	0	19.3086003372681	3.3	96.3	0.4	48.2712915961647	35460	0.39824	12.442041	2.400853	10.041188	9.629724	1.501381	14659.775998	761.44411058	50.5	45.55	55.5	42.2	59.65	2.7	19	61	6.12	27.6	24.1	45.615	73.2	433	488.4	400.6	51.7	42.4	62.4	142.6	120.2	168.1	128.5	106.8	153.3	54.4	44.8	65.4	49.6	62.2	287.5	20.6
Brule, SD	SD	46015	0	21.7356845650882	9.1	90.9	0.4	48.2289336316182	5364	0.48848	14.928220	3.843118	11.085102	9.704669	1.605425	15045.097921	833.17518958	50.05	44	56.05	42.7	57.85	3	12	61	7.04	27.2	25.2	48.277	65.0	410.9	504.9	354.9	86.9	55.8	129.6				155	97.5	236.2	58.5	35.3	92.6				
Buffalo, SD	SD	46017	0	16.2458836443469	83.3	17.8	0.1	51.3287401574803	2032	0.48724	14.482273	4.126159	10.356114	9.445334	1.427140	15031.878973	806.424147244	50.8	38.45	63.15	48.4	53.25	3.25		61	14.76	35.7	8.3	27.926	36.1	453	574.3																	
Butte, SD	SD	46019	0	23.679587773744	2.7	96.9	0.2	49.2082691884759	9094	0.93471	14.888822	4.461930	10.426892	9.107595	1.101567	15257.510858	862.894163516	53.9	48.5	59.35	47.05	61.25	3.18	14	61	6.92	23.8	19.2	39.041	56.6	449.5	498.5	412.6	42	27.1	62.7	102.4	69.2	147.1	151.2	108.2	206.4	60.1	42	83.9	49.5	71.8	317.9	
Campbell, SD	SD	46021	0	8.29383886255924	0.6	99.6		50.1683501683502	1782	0.54485	12.832341	2.512005	10.320336	8.753664	1.247461	14766.362317	780.973466796	51.35	44.15	58.65	39.65	63.1	3.12	23	61	6.2	25.9	16.9	42.833	69.2	194.2		251.7																
Charles Mix, SD	SD	46023	0	13.7725251579686	29.5	70.7	0.3	49.1229946524064	9350	0.46274	15.135936	4.164838	10.971098	10.358889	1.692197	15064.732228	831.094866978	46.9	40.75	53.05	40.05	54	3.14	20	61	8.8	30.6	15.5	35.808	57.1	487.4	553.6	438.1	60	41	85.3	149.9	105.5	207.4	175.7	129	234.9	49.9	33.2	72.8		70	253.5	
Clark, SD	SD	46025	0	16.4366053169734	0.7	99.0	0.1	49.3362297851798	4143	0.53411	12.404627	2.486217	9.91841	10.390822	1.581844	14816.133150	777.953963469	46.95	40.4	53.5	38.7	55.25	3.12	14	61	6.28	25.8	12.5	43.894	65.3	373.3	461.6	291.9							130.6	76	216.9	57.1	32.9	96.8			419.2	
Clay, SD	SD	46027	0	45.3693581133844	3.4	94.0	1.3	48.5262613577602	13537	0.37403	14.774784	4.358822	10.415962	10.867837	1.854691	14781.251068	836.785067848	44.85	39.1	50.55	39.25	50.65	3.55	21	61	6.48	25.9	40.4	37.198	75.6	379	461.2	308.3	48.9	32	71.6	106	70.7	153	150.6	106.1	207.4	63.2	43.9	88.1	49.8	77.7	396.1	
Codington, SD	SD	46029	0	19.1438171485461	1.9	97.5	0.3	49.6157856122331	25897	0.5354	11.838681	2.362606	9.476075	10.935346	1.658237	14650.290727	770.440389835	52.7	47.55	57.95	46.15	59.5	3.27	20	61	5.76	25.2	22.7	43.275	66.8	403.2	484.8	343.1	41	31.3	52.9	98.3	77.1	123.7	168.1	138.7	201.9	61.6	49.6	75.7	47.2	80.7	373.5	16.4
Corson, SD	SD	46031	0	16.491043203372	62.3	38.7	0.2	50.4903133221717	4181	0.62224	13.231164	2.596176	10.634988	8.801641	1.173568	14891.514524	794.794025465	55.35	47.5	63.25	49.85	60.85	3.56	21	61	12.16	37.2	14.3	30.877	48.3	269.5	337.2	203.6																
Custer, SD	SD	46033	0	32.0877218294618	4.5	96.0	0.5	51.0790378006873	7275	1.50435	13.947574	3.826173	10.121401	9.652521	1.310477	15488.756643	924.390172419	53.65	48.1	59.15	47.85	59.5	2.64	13	61	5.98	22.1	28.6	46.743	59.5	420.6	431.5	410	57.5	39.2	83	96.9	61.7	147.9	140.7	102.2	192.4	42.6	27.2	65.2			259.1	
Davison, SD	SD	46035	0	25.0299537855879	2.4	96.9	0.4	48.4872738914679	18741	0.40014	14.367382	3.535731	10.831651	10.217974	1.625024	15002.626927	823.860032913	48.45	43.2	53.75	38.85	58.75	3.03	13	61	6.56	24.1	21.5	41.867	70.0	439.4	545	371.5	57.7	44.7	73.6	110.1	83.5	142.7	170.6	135.5	212	70.6	55.8	88.2	57.7	92.1	375.2	26.5
Day, SD	SD	46037	0	14.758527524485	8.2	92.1	0.2	49.1144088080421	6267	0.54225	11.701910	2.242856	9.459054	10.475948	1.592060	14709.529208	753.369955228	51.35	45.2	57.45	42.9	60.1	3.34	15	61	6.78	26.3	17.7	36.818	66.4	434.2	510.7	373.5	35.8	20.7	61.1	127.5	79.6	197.9	160.6	110.3	230.4	55.1	35	85.2			277.1	
Deuel, SD	SD	46039	0	16.1122906345836	0.7	99.2	0.1	49.8888394842152	4498	0.54841	11.749040	2.394071	9.354969	11.356335	1.767956	14511.265097	776.641339963	46.5	40.2	52.7	35	57.75	3.25	24	61	6.14	24.4	17.8	47	66.3	425.1	531.7	337.7	71	41.2	114.8				160.3	102.6	242.9	67	41.7	104.6		107.2	382.7	
Dewey, SD	SD	46041	0	19.7717231222386	75.4	25.5	0.1	48.9450770261219	5972	0.66993	13.638717	3.250926	10.387791	8.808966	1.247498	15048.949300	800.127222675	54.05	46.7	61.5	47.55	61.1	3.46	23	61	13.06	33.5	12.6	33.255	54.3	484.3	478.2	488.6	70.3	39.7	114.1							110.9	69.8	165.8	136.8		763.4	
Douglas, SD	SD	46043	0	13.0341223486013	1.4	98.6	0.2	48.7565066512435	3458	0.47054	14.787651	3.941632	10.846019	10.323950	1.678372	15026.185202	824.428002123	40.45	33.95	47.05	26.2	55.45	3.25	15	61	6.52	25.2	16.0	42.794	68.3	501.4	512.8	501.2				163.1	87.7	285	170.6	100.2	281.4							
Edmunds, SD	SD	46045	0	17.2330097087379	0.3	99.5	0.1	49.2786810167163	4367	0.50683	12.547955	2.551066	9.996889	8.793326	1.435042	14794.558338	769.616067223	42.35	36.3	48.45	30	55.1	3.56	18	61	6.22	26.7	20.5	47.026	60.2	381.1	417.9	361.2				143.4	86.1	231.2	145.1	90.8	226.9							
Fall River, SD	SD	46047	0	23.8525631972885	8.1	92.9	0.4	52.3279216422917	7453	1.12277	15.831232	5.042515	10.788717	9.905920	1.225821	15907.895942	928.022414463	56.7	50.8	62.6	48.75	64.75	2.77	12	61	7.02	24.3	20.2	35.833	60.9	518.2	597.1	438.5	36.1	21.9	58.4	120.7	83.1	174	133.3	97.1	183.4	96.2	74.2	125.1	54.4	138.7	630.1	
Faulk, SD	SD	46049	0	13.5782747603834	0.4	99.7	0.1	49.9621212121212	2640	0.48995	13.028026	2.995758	10.032268	8.928141	1.445681	14885.395292	777.52962749	48.05	40.9	55.25	38.65	57.55	3.01	15	61	6.04	24.9	15.5	38.203	58.8	377.1	422.1	331.6																
Grant, SD	SD	46051	0	16.8493706861551	0.6	98.9	0.0	49.4201605709188	7847	0.3771	11.997534	2.214960	9.782574	11.377222	1.626991	14507.817711	748.750889294	48.95	43.7	54.2	40.15	57.9	3.5	19	61	6.52	26.2	15.5	42.625	63.9	384.1	479.7	311.1	58.3	40	84.1	93.1	60.2	142	143.2	100.1	201.6	42.4	26.4	66.4			216.1	
Gregory, SD	SD	46053	0	11.7016622922135	6.2	93.9	0.1	48.5809682804674	4792	0.61512	14.832526	4.421209	10.411317	10.254957	1.771192	15115.897661	835.304216248	48	41.65	54.3	37.05	59.7	3.66	15	61	7.22	25.2	14.7	33.94	66.2	409.2	445.6	380.8	56.9	34.2	94.2				149.3	97	229.1	60.8	37.6	98.3				
Haakon, SD	SD	46055	0	15.9518072289157	3.4	97.4		49.1347905282332	2196	0.68447	14.621519	4.273426	10.348093	9.351914	1.260813	15297.966256	836.090559537	44.75	36.9	52.7	41.2	48.45	3.67	19	61	6.46	24.8	20.0	46.281	68.5	460.7	514.7	430.6																
Hamlin, SD	SD	46057	0	16.7567567567568	0.9	99.0	0.2	49.7111913357401	5540	0.52588	12.177365	2.880255	9.29711	10.889452	1.699390	14697.104982	784.662321492	46.9	40.9	52.95	37.4	56.4	4	18	61	6.4	27.4	16.7	44.439	66.6	446.9	557	373.9	53.7	32.1	85.3	123.4	72.3	197	189	125.8	273.1	58.9	36.3	91.3			319.4	
Hand, SD	SD	46059	0	11.0922946655377	0.3	99.6	0.1	49.0243250467789	3741	0.48967	13.559698	3.415592	10.144106	9.305309	1.474626	14969.458494	796.219406186	46.05	39.45	52.65	35.1	57.65	3.12	17	61	6.4	27.7	17.1	45.895	68.6	360.5	334.3	394.8																
Hanson, SD	SD	46061	0	18.9310344827586	0.2	99.7		50.0796431984708	3139	0.40475	14.293638	3.596372	10.697266	10.424863	1.633797	14978.372180	818.251278171	45.5	39.25	51.75	34.85	56.3	3.09		61	6.1	24.9	18.9	46.556	68.5	398.6	524.3	287.9							218.3	125.3	353.1							
Harding, SD	SD	46063	0	15.2542372881356	1.1	98.0	0.3	51.1456023651146	1353	0.93309	13.927452	3.402438	10.525014	8.970444	1.035540	15062.733127	830.015587545	42.1	34.45	49.8	32.75	51.4	3.92	22	61	6.34	25.6	34.3	34.792	69.8	387																		
Hughes, SD	SD	46065	0	23.313640199961	9.9	90.3	0.3	48.0735392269887	16481	0.47675	14.276304	3.643618	10.632686	9.176725	1.377824	15108.956345	810.812317549	50.75	45.2	56.3	44.25	57.7	3.33	14	61	7.16	25.6	33.3	53.501	67.3	443.4	522.7	381.1	49.7	36.6	66.3	130.4	99.7	167.8	174.4	137.3	218.7	56	41.6	73.9	36.7	79	339.3	
Hutchinson, SD	SD	46067	0	15.2511175387852	0.8	99.2	0.2	48.6811145510836	8075	0.43146	14.566264	3.908479	10.657785	10.586167	1.682590	14942.400165	819.198664688	42.8	36.75	48.9	29.1	57.3	3.1	15	61	5.96	25.4	21.7	39.31	66.3	410	466.5	377.8	24.8	14.1	43.1	141.3	87.9	215	176.7	130	237.8	45	30.2	67		62.7	285.5	
Hyde, SD	SD	46069	0	18.1164159581426	8.4	91.7	0.2	50.5086774386595	1671	0.56238	13.511612	3.096036	10.415576	9.042373	1.466102	14999.754084	800.271728234	51.8	43.95	59.65	40.05	63.7	2.99	12	61	7.16	27.1	16.8	41.196	74.4	332.6	415.8	255.6																
Jackson, SD	SD	46071	0	16.7976056864946	49.6	51.7	0.1	49.6928327645051	2930	0.75483	15.219941	4.752753	10.467188	9.749849	1.303484	15367.443271	880.835219239	44.25	36.55	51.95	40.8	47.7	2.77	18	61	10.06	28.7	19.4	36.354	64.1	409.5	495.8	307.7																
Jerauld, SD	SD	46073	0	10.7546317216448	0.8	99.3	0.1	49.5860566448802	2295	0.49742	13.908414	3.339919	10.568495	9.810541	1.603621	14980.262191	800.016743756	50.35	43.3	57.3	41.9	59	3.09	15	61	5.82	26.9	11.0	40.607	61.1	448.2	534.1	373.2																
Jones, SD	SD	46075	0	15.4049295774648	3.9	97.3	0.3	50.9639564124057	1193	0.62657	14.650496	4.376072	10.274424	9.485401	1.366986	15273.559957	848.798156106	42.15	33.8	50.45	38.1	46	3.46	13	61	6.36	25	15.6	49.464	76.0	557.5	569	568																
Kingsbury, SD	SD	46077	0	17.668422008353	0.6	99.0	0.1	49.0455717970765	5815	0.52202	12.772395	2.689502	10.082893	10.573549	1.693616	14831.435666	786.538615203	47.6	41.6	53.6	39.35	56	3.15	18	61	6.1	25.6	20.3	44.948	59.1	467.2	579.6	404.3	55	35.1	85.2	106.4	65.4	169.6	165.9	114	238.1	66.3	43.8	99		102.6	366	
Lake, SD	SD	46079	0	23.7555076403862	0.9	98.2	0.3	49.9467896417169	11276	0.51637	12.764802	2.458001	10.306801	10.815533	1.774240	14730.906648	798.114596216	50.55	45.15	55.9	42.75	58.45	3.13	19	61	6.2	26.6	22.1	45.606	66.5	445.3	495.4	409.3	48	33.8	66.8	130.7	95.1	176	155.7	117.3	203.6	49.7	35	69.1		77.6	300.1	
Lawrence, SD	SD	46081	0	31.0471052885079	2.9	96.8	0.4	49.1927346115035	21802	1.33852	11.920962	2.714173	9.206789	9.241605	1.808076	15416.492844	881.678949117	53.1	47.7	58.45	48.65	57.85	2.4	18	61	6.2	20.9	31.8	42.356	69.3	409.2	422.6	396.1	45.1	34.8	57.9	102.3	78.8	130.9	141.2	114.6	172.6	51.8	40.4	65.5	54.2	47.7	289.6	17.4
Lincoln, SD	SD	46083	1	35.422110100009	0.8	98.3	0.6	49.9481994115453	24131	0.42672	13.864264	3.225968	10.638296	10.944262	1.776269	14704.088838	808.252376579	46.8	41.55	52.1	38.75	55	3.4	23	61	5.96	23.2	36.9	67.365	72.1	531	604.6	465.8	64.8	50.9	81.1	144.9	118	175.8	228.6	189.4	272.9	68	53.4	85	60.1	80.5	410.7	18.4
Lyman, SD	SD	46085	0	19.4553621560921	34.7	66.2	0.1	51.1168164313222	3895	0.51883	14.848979	4.095555	10.753424	9.465934	1.398170	15094.676062	835.739399818	53.9	47.55	60.25	49.5	58.15	3.35	24	61	8.66	29.8	19.8	36.323	64.1	554.4	602	513.1				180.1	108.7	282.8	172.9	100	278.7	118.3	76.3	175.9			608.5	
McCook, SD	SD	46087	1	22.3691460055096	0.6	99.2	0.1	49.8628257887517	5832	0.46003	13.604121	3.292549	10.311572	10.662454	1.735104	14865.119631	818.251278171	48.35	42.1	54.6	38.7	58.1	3.3	22	61	6.16	24.7	20.4	42.022	59.7	473	532.5	430.3	54.6	33.6	85.3				152.7	98.9	226.7	65.4	41.7	98.9			376.2	
McPherson, SD	SD	46089	0	12.6642335766423	0.4	99.6		48.3815426997245	2904	0.5404	11.964657	1.983206	9.981451	8.866005	1.405151	14745.821936	769.667196657	42.6	35.55	49.7	29.15	57.05	3.43	15	61	6.5	26.1	14.8	31.923	62.3	309.9	323.3	299.9																
Marshall, SD	SD	46091	0	10.5617455896007	6.8	93.2	0.2	50	4576	0.44935	11.440289	1.708367	9.731922	10.387702	1.586672	14513.882989	753.369955228	46.55	40.45	52.65	38.25	55	2.9	16	61	6.66	28.8	16.7	41.023	59.7	405.4	500.2	339.5	60.1	37	95.7				175.5	114.1	262.6	59.8	35.9	96.7				
Meade, SD	SD	46093	1	36.261040235525	3.4	95.0	1.9	50.5422009648291	26117	1.06215	14.816451	4.577758	10.238693	9.257903	1.214771	15299.279201	860.572253025	51.65	46.5	56.85	43.95	59.65	3.2	14	61	6.44	24.6	21.0	46.18	67.9	446.7	540.2	369	36.2	26	49.1	112	87	142	152.8	122	189	64	49.9	80.7	47.3	85.2	443.1	
Mellette, SD	SD	46095	0	21.4474379292129	54.9	47.1		50.3120499279885	2083	0.66815	15.129918	4.803921	10.325997	9.810339	1.425062	15268.237266	868.079280733	45.95	36.95	54.95	43.05	48.85	3.14	18	61	10.52	33.2	14.9	34.055	55.2	455.2	486.5	441.8																
Miner, SD	SD	46097	0	13.9883126369613	0.4	99.0	0.6	49.8959778085992	2884	0.46205	13.415587	2.937983	10.477604	10.485415	1.654878	14881.239255	800.42482257	44.45	37.65	51.15	32.3	56.7	3.03	9	61	6.36	26.1	17.5	43.958	66.2	439.3	581.1	345.1	80.2	47.5	135.7													
Minnehaha, SD	SD	46099	1	23.2178203411539	2.3	94.3	2.0	49.522865370479	148281	0.44534	13.242560	3.217593	10.024967	10.959803	1.788763	14698.135772	810.165826769	49.15	44.55	53.8	43.05	55.7	4.21	19	61	6.68	23.7	28.9	51.799	74.2	440.8	499.6	401.5	43.3	39.1	48	128.2	118	139.1	147	135.2	159.6	58.9	53.8	64.2	48.5	73.2	321.9	20.8
Moody, SD	SD	46101	0	20.5634715025907	13.8	87.0	0.5	49.9620924943139	6595	0.48886	12.609773	2.440941	10.168832	11.109335	1.735627	14566.065223	790.474900947	47.8	41.95	53.6	40.05	55.7	5.07	20	61	7.4	26.6	21.7	52.354	64.2	380	417	352.8	55.6	33	87.9	119.6	74.5	183.1	115.6	70.5	179.6	50.6	30	80.5				
Pennington, SD	SD	46103	1	25.0990447949833	9.9	89.2	1.4	49.5590809010331	88565	1.06084	14.349528	4.241687	10.107841	9.526067	1.313850	15382.490792	887.304718164	49.2	44.95	53.45	42.1	56.75	3.04	16	61	6.54	21.3	27.8	46.849	71.1	443.8	472.7	426.1	40.3	35	46.3	138.6	124.6	153.8	138.8	124.3	154.5	62.2	55.6	69.4	51.6	76	365.5	18.3
Perkins, SD	SD	46105	0	10.8867150520669	2.2	97.5	0.3	49.0633363068689	3363	0.7843	13.827627	3.154593	10.673034	8.874739	1.130226	15073.610355	815.756533997	49.45	42.75	56.15	41	58.15	3.91	16	61	6.64	24.6	17.8	33.361	65.9	339.4	333.6	348.6																
Potter, SD	SD	46107	0	12.6798910929599	1.2	98.9		49.1645005569996	2693	0.60982	13.189846	3.169824	10.020022	8.776389	1.386535	14956.661356	789.610741011	52.3	45.45	59.1	42.2	62.7	2.92	19	61	6.44	25.4	19.9	42.422	66.7	437	496.3	439.4										96.6	56.1	165.8				
Roberts, SD	SD	46109	0	16.9595028926505	31.2	69.7	0.2	49.7104632587859	10016	0.39017	11.708465	2.061377	9.647088	11.127983	1.618442	14407.242465	749.183998616	53.95	48.75	59.15	46.8	61.2	3.12	18	61	8.24	28.7	15.0	37.708	58.1	364.7	391	346.2	39.2	24.9	59.2	78.4	50	118.1	113.9	78.2	161.1	55.4	38.1	78.2		74.6	312.3	
Sanborn, SD	SD	46111	0	14.5569620253165	0.4	99.1	0.1	51.7383177570093	2675	0.3943	14.257127	3.625002	10.632125	10.155354	1.592334	14983.179819	804.255910042	48.6	42.2	54.95	41	55.75	3.31	21	61	6.14	26	15.3	44.732	64.4	411.7	437.8	396.9	87.9	49.6	149													
Shannon, SD	SD	46113	0	12.8181982307276	95.1	5.2	0.1	49.8957163484678	12466	0.98497	15.584551	5.016603	10.567948	10.042044	1.275161	15698.275862	896.465228123	57.25	43.8	70.7	51.5	63.4	2.5	26	61	14.66	35.4	16.1	24.392	34.8	444.7	569.7	386.2	63.8	39.3	97.1	107.1	67	161.9	194.1	105.4	316							
Spink, SD	SD	46115	0	13.9551492643908	1.8	98.1	0.3	51.7440300509793	7454	0.39586	13.181046	2.819197	10.361849	9.747768	1.518516	14835.111516	779.797564359	51.75	45.55	57.95	43.7	60.05	2.82	18	61	6.72	29.4	15.9	45	65.7	426.9	467.3	412.4	73.2	50.8	103.6	115.5	74.7	174.8	167.2	117.5	232.6	38.3	22.8	62			249.9	
Stanley, SD	SD	46117	0	28.3206106870229	6.2	94.4	0.4	50.3968253968254	2772	0.48839	14.569871	4.188266	10.381605	9.217221	1.282429	15203.777370	826.253597967	51	44.7	57.25	41.1	61.15	3.34	20	61	7.1	26.1	27.7	51.875	73.9	488.5	561.7	414.1																
Sully, SD	SD	46119	0	19.0995907230559	1.3	99.0	0.2	51.3496143958869	1556	0.55528	13.945145	3.821487	10.123658	8.982430	1.365131	15049.378664	815.676203893	40.45	32.05	48.8	36.6	44	3.21	18	61	6.26	26.3	25.1	48.958	72.9	431.9	458.8	390.3																
Todd, SD	SD	46121	0	15.7715582450832	86.9	13.7	0.2	49.4696132596685	9050	0.82187	14.793188	4.477166	10.316022	10.211338	1.449452	15446.804415	867.663251326	55.1	43.6	66.6	50.15	60.55	2.51	21	61	13.4	34.7	18.1	25.196	43.2	378.2	452.9	310.4							117.3	65.2	191.8	98.7	62.6	145.8			699.2	
Tripp, SD	SD	46123	0	9.56564986737401	12.2	88.6	0.2	49.3468118195956	6430	0.62214	14.903047	4.587553	10.315494	10.034183	1.613265	15165.742929	846.644516458	50.6	44.05	57.1	41.2	60.25	3.07	14	61	6.56	27.9	16.0	40.221	61.8	424.7	537	327.2	52.9	33.4	82	153.3	101.2	225.9	157.7	106.1	228.4	53.7	34.5	82		90.2	290.2	
Turner, SD	SD	46125	1	19.8109821749013	0.5	99.3	0.3	49.2937055034467	8849	0.41042	14.192299	3.394350	10.797949	10.809955	1.785577	14766.545935	816.481429581	45.45	39.4	51.55	34.65	56.65	3.22	20	61	6.52	25.8	21.5	48.068	65.6	396.4	444.8	368	32	19.5	50.8	123.1	86.4	172.7	139.5	97.4	194.8	45.1	29.9	66.6		64.8	230.8	
Union, SD	SD	46127	1	31.252664790654	0.7	97.7	0.5	49.8092816274634	12584	0.36719	14.459016	4.042964	10.416052	10.894357	1.923369	14745.587492	832.042495273	49.35	43.8	54.95	41.5	57.35	4.96	18	61	6.48	25.1	29.1	59.889	69.1	367.7	350.2	391.1	44.4	30.4	62.8	121.7	89	162.8	86.9	58.9	123.6	65.3	48.1	86.7	67.9	65.5	423	
Walworth, SD	SD	46129	0	23.7263982899893	13.0	87.9	0.2	48.5102109139605	5974	0.53385	13.032950	2.759592	10.273358	8.677446	1.275734	14841.035288	780.514986826	53.35	47.35	59.3	45.65	61.75	3.31	16	61	7.18	25.3	21.3	39.517	60.0	392.3	471.9	342	52.6	32.1	83.6	112.9	70.9	175.6	150.3	101.9	218.7	65.2	43.9	96.1		71.5	368.7	
Yankton, SD	SD	46135	0	25.1429134634339	2.2	95.9	1.5	50.4710881211897	21652	0.38577	14.818311	3.958015	10.860296	10.789011	1.753708	14882.979703	835.361523029	48.2	43.1	53.25	40.35	56.65	3.55	18	61	6.6	26	26.8	47.124	69.8	382	485.9	298.9	42.6	32.2	55.6	116.1	91.6	145.5	126.7	99.9	158.8	57	44.7	71.8	38.8	79.1	300.3	21.8
Ziebach, SD	SD	46137	0	22.2073876279484	73.2	27.4		49.2258832870187	2519	0.68405	14.043054	3.542795	10.500259	8.962110	1.214696	15140.859940	820.516051618	43.5	32.6	54.35	40.25	46.75	3.48	23	61	12.38	34	12.0	27.578	51.2	294.4																		
Anderson, TN	TN	47001	1	18.264113922169	0.9	94.5	4.3	47.6783961867377	71330	0.30352	18.518751	9.661001	8.85775	14.959625	3.672598	15646.192889	980.172373765	51.95	46.2	57.7	46.05	58.6	1.73	8	69	11.06	24.5	22.1	44.65	66.1	491.4	599.3	420.4	52.3	46	59.4	119.9	106.5	134.8	167.4	150.3	186.1	83.2	75.2	91.8	71.3	101.2	425.4	33.6
Bedford, TN	TN	47003	0	21.6689136857807	0.7	87.9	8.9	49.6062363646038	37586	0.24396	19.558464	10.357392	9.201072	14.808348	3.652476	15744.887100	1031.282063491	50.6	45.1	56.1	40.35	61.15	1.54	8	74	9.78	24.1	12.8	38.55	64.4	444.1	536.4	384.3	43.2	35	52.8	115.6	96.8	136.9	118.8	98	142.7	71.4	60.6	83.6	59.1	89.7	345.8	31.7
Benton, TN	TN	47005	0	17.2793883402357	0.7	97.1	2.2	48.4126504202697	16537	0.14342	19.800836	10.155914	9.644922	14.121496	3.540691	15830.114656	1019.508890469	59.9	54.05	65.7	50.3	70.35	1.06	11	74	10.42	25.3	12.6	33.953	59.8	531.6	683.3	412.7	50.7	38.4	66.2	116.6	89.5	150.1	155	123.1	193.5	102.5	84.6	123.5	79.6	129.8	427.9	55.4
Bledsoe, TN	TN	47007	0	28.2563926548824	1.1	95.5	3.9	54.7505458073906	12367	0.46279	18.414645	9.574984	8.839661	14.993691	3.930400	15761.537565	1021.428577471	56.7	50.65	62.75	46.65	66.95	1.06		69	9.96	25	8.8	29.729	59.8	344	467.3	255.5	33.3	21.1	50.3	81.1	55.1	116.4	139.9	101.9	187.6	66.7	48.9	89.1		105.8	326.4	29.1
Blount, TN	TN	47009	1	21.0110172382653	0.8	95.7	3.1	48.4081910359752	105823	0.30646	18.645734	10.344188	8.301546	15.164578	3.461212	15404.841635	1048.244158511	52.8	47.5	58.1	45.35	60.95	2.34	7	69	10.02	27.5	20.6	47.322	71.7	474.4	560.1	414.2	42.2	37.5	47.3	126.2	115.1	138.1	141.6	128.8	155.3	81.1	74.7	88	61.7	107.8	436.6	29.7
